step,epoch,train_disc_loss,train_gen_loss
0,0,nan,nan
1,0,nan,nan
2,0,nan,nan
3,0,nan,nan
4,1,nan,nan
5,1,nan,nan
6,1,nan,nan
7,1,nan,nan
8,2,nan,nan
9,2,nan,nan
10,2,nan,nan
11,2,nan,nan
12,3,nan,nan
13,3,nan,nan
14,3,nan,nan
15,3,nan,nan
16,4,nan,nan
17,4,nan,nan
18,4,nan,nan
19,4,nan,nan
20,5,nan,nan
21,5,nan,nan
22,5,nan,nan
23,5,nan,nan
24,6,nan,nan
25,6,nan,nan
26,6,nan,nan
27,6,nan,nan
28,7,nan,nan
29,7,nan,nan
30,7,nan,nan
31,7,nan,nan
32,8,nan,nan
33,8,nan,nan
34,8,nan,nan
35,8,nan,nan
36,9,nan,nan
37,9,nan,nan
38,9,nan,nan
39,9,nan,nan
40,10,nan,nan
41,10,nan,nan
42,10,nan,nan
43,10,nan,nan
44,11,nan,nan
45,11,nan,nan
46,11,nan,nan
47,11,nan,nan
48,12,nan,nan
49,12,nan,nan
50,12,nan,nan
51,12,nan,nan
52,13,nan,nan
53,13,nan,nan
54,13,nan,nan
55,13,nan,nan
56,14,nan,nan
57,14,nan,nan
58,14,nan,nan
59,14,nan,nan
60,15,nan,nan
61,15,nan,nan
62,15,nan,nan
63,15,nan,nan
64,16,nan,nan
65,16,nan,nan
66,16,nan,nan
67,16,nan,nan
68,17,nan,nan
69,17,nan,nan
70,17,nan,nan
71,17,nan,nan
72,18,nan,nan
73,18,nan,nan
74,18,nan,nan
75,18,nan,nan
76,19,nan,nan
77,19,nan,nan
78,19,nan,nan
79,19,nan,nan
80,20,nan,nan
81,20,nan,nan
82,20,nan,nan
83,20,nan,nan
84,21,nan,nan
85,21,nan,nan
86,21,nan,nan
87,21,nan,nan
88,22,nan,nan
89,22,nan,nan
90,22,nan,nan
91,22,nan,nan
92,23,nan,nan
93,23,nan,nan
94,23,nan,nan
95,23,nan,nan
96,24,nan,nan
97,24,nan,nan
98,24,nan,nan
99,24,nan,nan
100,25,nan,nan
101,25,nan,nan
102,25,nan,nan
103,25,nan,nan
104,26,nan,nan
105,26,nan,nan
106,26,nan,nan
107,26,nan,nan
108,27,nan,nan
109,27,nan,nan
110,27,nan,nan
111,27,nan,nan
112,28,nan,nan
113,28,nan,nan
