step,epoch,train_disc_loss,train_gen_loss
0,0,-1.367891097838423e+25,nan
1,0,nan,nan
2,0,nan,nan
3,0,nan,nan
4,1,nan,nan
5,1,nan,nan
6,1,nan,nan
7,1,nan,nan
8,2,nan,nan
9,2,nan,nan
10,2,nan,nan
11,2,nan,nan
12,3,nan,nan
13,3,nan,nan
14,3,nan,nan
15,3,nan,nan
16,4,nan,nan
17,4,nan,nan
18,4,nan,nan
19,4,nan,nan
20,5,nan,nan
21,5,nan,nan
22,5,nan,nan
23,5,nan,nan
24,6,nan,nan
25,6,nan,nan
26,6,nan,nan
27,6,nan,nan
28,7,nan,nan
29,7,nan,nan
30,7,nan,nan
31,7,nan,nan
32,8,nan,nan
33,8,nan,nan
34,8,nan,nan
35,8,nan,nan
36,9,nan,nan
37,9,nan,nan
38,9,nan,nan
39,9,nan,nan
